Tiempo,Temperatura (°C),Potencia Luz (%),Velocidad Ventilador (RPM),Potencia Ventilador (%)
0.026,22.02,0,0.0,0
0.337,21.68,0,0.0,0
0.65,21.93,0,0.0,0
0.962,21.35,0,0.0,0
1.279,21.43,0,0.0,0
1.587,21.1,0,0.0,0
1.9,23.27,0,0.0,0
1.901,22.02,0,0.0,0
2.211,22.1,0,0.0,0
2.538,19.44,0,0.0,0
2.847,21.93,0,0.0,0
3.16,21.6,0,0.0,0
3.471,22.35,0,0.0,0
3.784,21.68,0,0.0,0
4.096,21.77,0,0.0,0
4.408,21.85,0,0.0,0
4.717,21.52,0,0.0,0
5.029,21.35,0,0.0,0
5.341,21.77,0,0.0,0
5.652,21.6,0,0.0,0
5.964,22.43,0,0.0,0
6.276,21.35,0,0.0,0
6.588,22.18,0,0.0,0
6.9,21.93,0,0.0,0
7.212,22.68,0,0.0,0
7.524,21.77,0,0.0,0
7.851,21.35,0,0.0,0
8.163,20.85,0,0.0,0
8.474,21.52,0,0.0,0
8.787,22.18,0,0.0,0
9.096,20.93,0,0.0,0
9.407,21.27,0,0.0,0
9.408,21.43,0,0.0,0
9.721,21.68,0,0.0,0
10.033,20.6,0,0.0,0
10.347,20.43,0,0.0,0
10.66,21.35,0,0.0,0
10.973,21.35,0,0.0,0
11.283,21.93,0,0.0,0
11.592,20.93,0,0.0,0
11.903,23.44,0,0.0,0
12.214,23.27,0,0.0,0
12.526,22.18,0,0.0,0
12.837,21.52,0,0.0,0
13.164,19.44,0,0.0,0
13.476,21.18,0,0.0,0
13.788,22.52,0,0.0,0
14.099,23.1,0,0.0,0
14.411,23.02,0,0.0,0
14.725,21.02,0,0.0,0
15.036,22.68,0,0.0,0
15.348,21.52,0,0.0,0
15.658,22.02,0,0.0,0
15.971,21.52,0,0.0,0
16.285,21.6,0,0.0,0
16.597,21.43,0,0.0,0
16.598,21.85,0,0.0,0
16.909,22.02,0,0.0,0
17.219,21.68,0,0.0,0
17.532,21.35,0,0.0,0
17.842,21.6,0,0.0,0
18.154,21.85,0,0.0,0
18.47,21.85,0,0.0,0
18.787,20.93,0,0.0,0
19.087,22.27,0,0.0,0
19.401,21.68,0,0.0,0
19.719,21.77,0,0.0,0
20.034,22.18,0,0.0,0
20.344,21.68,0,0.0,0
20.653,21.18,0,0.0,0
20.967,22.77,0,0.0,0
21.277,21.6,0,0.0,0
21.601,21.27,0,0.0,0
21.911,22.1,0,0.0,0
22.222,21.93,0,0.0,0
22.532,21.68,0,0.0,0
22.844,21.93,0,0.0,0
23.154,21.1,0,0.0,0
23.462,22.02,0,0.0,0
23.774,21.77,0,0.0,0
24.102,22.27,0,0.0,0
24.102,21.85,0,0.0,0
24.412,22.35,0,0.0,0
24.723,21.43,0,0.0,0
25.033,21.93,0,0.0,0
25.343,21.77,0,0.0,0
25.654,21.52,0,0.0,0
25.962,21.85,0,0.0,0
26.287,21.18,0,0.0,0
26.6,21.43,0,0.0,0
26.911,21.35,0,0.0,0
27.221,21.02,0,0.0,0
27.533,20.52,0,0.0,0
27.845,21.6,0,0.0,0
28.155,21.68,0,0.0,0
28.467,21.52,0,0.0,0
28.776,21.02,0,0.0,0
29.091,21.77,0,0.0,0
29.401,21.85,0,0.0,0
29.726,21.6,0,0.0,0
30.037,21.43,0,0.0,0
30.346,21.52,0,0.0,0
30.658,21.43,0,0.0,0
30.972,21.6,0,0.0,0
31.282,21.52,0,0.0,0
31.592,21.68,0,0.0,0
31.899,21.93,0,0.0,0
31.9,21.18,0,0.0,0
32.211,22.52,0,0.0,0
32.539,21.77,0,0.0,0
32.852,22.43,0,0.0,0
33.162,20.93,0,0.0,0
33.474,21.6,0,0.0,0
33.786,21.68,0,0.0,0
34.098,21.18,0,0.0,0
34.411,21.43,0,0.0,0
34.724,22.1,0,0.0,0
35.036,22.18,0,0.0,0
35.346,18.85,0,0.0,0
35.659,22.02,0,0.0,0
35.97,20.68,0,0.0,0
36.279,22.27,0,0.0,0
36.588,21.77,0,0.0,0
36.912,22.1,0,0.0,0
37.225,22.02,0,0.0,0
37.534,21.43,0,0.0,0
37.846,22.1,0,0.0,0
38.157,22.02,0,0.0,0
38.468,22.52,0,0.0,0
38.778,21.43,0,0.0,0
39.087,21.52,0,0.0,0
39.415,21.18,0,0.0,0
39.416,21.52,0,0.0,0
39.743,21.77,0,0.0,0
40.071,20.18,0,0.0,0
40.397,22.1,0,0.0,0
40.709,23.52,0,0.0,0
41.022,21.93,0,0.0,0
41.333,20.85,0,0.0,0
41.647,21.85,0,48.0,0
41.959,21.18,0,48.0,0
42.269,22.68,0,48.0,0
42.581,23.27,0,0.0,0
42.891,20.77,0,0.0,0
43.2,23.02,0,0.0,0
43.511,21.52,0,0.0,0
43.823,21.93,0,0.0,0
44.134,21.1,0,0.0,0
44.458,20.35,0,0.0,0
44.77,21.52,0,0.0,0
45.084,21.35,0,0.0,0
45.397,22.27,0,0.0,0
45.709,22.27,0,0.0,0
45.71,22.68,0,0.0,0
46.021,21.77,0,0.0,0
46.332,22.1,0,0.0,0
46.641,21.85,0,0.0,0
46.95,22.27,0,0.0,0
47.262,21.85,0,0.0,0
